symbol,YahooSymbolClean,industry,Main Industry,Sub Industry,country,HQ_Lat,HQ_Lon,HQ_Resolved_Address,companyName,exchange_code,inclusion_reason,product_url,marketCapBillions,marketCap,revenue,netIncome,price,peRatio,growthRevenue,growthNetIncome,returnOnAssetsTTM,returnOnEquityTTM,fcc_cik
AXON,AXON,Aerospace & Defense,Aerospace/Defense,,United States,,,,"Axon Enterprise, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,56.76393852,56763938516,2082525999,377034000,723.0666,179.42,0.3343546699,1.14488318,0.05250081413,0.1343409889,
F,F,Auto - Manufacturers,Auto,Manufacturers,United States,,,,Ford Motor Company,NASDAQ,"Builds vehicles equipped with GPS navigation systems, mapping technology, and autonomous driving capabilities.",,48.19807137,48198071365,184992000000,5879000000,12.33,15.81,0.04995147312,0.3524269611,0.01076436929,0.07047561535,
BRKR,BRKR,Medical - Devices,Medical,Devices,United States,,,,Bruker Corporation,NASDAQ,Develops medical devices with location tracking capabilities and hospital asset management systems.,,5.534722435,5534722435,3366400000,113100000,36.48,70.15,0.1355709226,-0.735252809,0.01255560112,0.04396029215,
AI,AI,Information Technology Services,Information Technology Services,,United States,,,,"C3.ai, Inc.",NASDAQ,"Provides IT services including geospatial consulting, GIS implementation, and location intelligence solutions.",,2.481917867,2481917867,389056000,-288702000,18.8493,-7.11,0.2526675725,-0.03219924489,-0.3537010485,-0.4083634636,
CSU,CSU,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Canada,,,,,TSX,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ETN,ETN,Industrial - Machinery,Industrial,Machinery,United States,,,,Eaton Corporation plc,NASDAQ,Manufactures industrial machinery with integrated GPS and positioning systems for construction and manufacturing.,,146.583129,146583129000,24878000000,3794000000,376.53,37.88,0.07251250216,0.1789931635,0.09689683265,0.2100109687,
ESTC,ESTC,Software - Application,Software,Application,United States,,,,Elastic N.V.,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,9.319687551,9319687551,1483296000,-108114000,87.7,-111.01,0.1704185443,-2.751685029,-0.0330784207,-0.09356681891,
ENGH,ENGH,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Canada,,,,,TSX,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ERIC,ERIC,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
HAL,HAL,Oil & Gas Equipment & Services,Energy,,United States,,,,Halliburton Company,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,20.84185838,20841858383,22944000000,2501000000,24.445,11.48,-0.003214875315,-0.05193328279,0.07337352721,0.1787205452,
IDOX,IDOX,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IBM,IBM,Information Technology Services,Information Technology Services,,United States,,,,International Business Machines Corporation,NASDAQ,"Provides IT services including geospatial consulting, GIS implementation, and location intelligence solutions.",https://www.ibm.com/products/environmental-intelligence-suite,271.5192287,271519228658,62753000000,6023000000,291.48,47.09,0.01443582283,-0.1971474274,0.03925699095,0.2198145915,
MANH,MANH,Software - Application,Software,Application,United States,,,,"Manhattan Associates, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,12.31080105,12310801052,1042352000,218364000,203.59,57.03,0.1223473041,0.2367133342,0.296983687,0.8035344631,
OPI,OPI,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Poland,,,,,NEWCONNECT,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
PLTR,PLTR,Software - Infrastructure,Software,Infrastructure,United States,,,,Palantir Technologies Inc.,NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",https://palantir.com/docs/foundry/map/overview/,407.4339622,407433962236,2865507000,462190000,179.15,597.17,0.2878613688,1.202740379,0.1036280657,0.1464035008,
PEGA,PEGA,Software - Application,Software,Application,United States,,,,Pegasystems Inc.,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,9.772692151,9772692151,1497180000,99189000,57.1233,47.21,0.04506720573,0.4627920009,0.1662610794,0.3839038597,
RDVT,RDVT,Software - Application,Software,Application,United States,,,,"Red Violet, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,0.717731133,717731133,75189000,7003000,51.3483,84.18,0.2489037273,-0.4823712026,0.0830646546,0.09507588165,
ROLTA,ROLTA,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,India,,,,,NSE,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
RUL,RUL,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Australia,,,,,ASX,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SAP,SAP,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Germany,,,,,XETR,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CRM,CRM,Software - Application,Software,Application,United States,,,,"Salesforce, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",https://www.salesforce.com/products/maps/,231.3531272,231353127176,37895000000,6197000000,241.62,35.12,0.0871560949,0.4983075435,0.06828733359,0.1102725783,
SLB,SLB,Oil & Gas Equipment & Services,Energy,,United States,,,,Schlumberger Limited,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,51.49400344,51494003442,36289000000,4461000000,34.47,12.14,0.09518635884,0.0613847252,0.08390575981,0.1985010551,
SGLRES,SGLRES,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,India,,,,,BSE,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SWEC,SWEC,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
FTI,FTI,Oil & Gas Equipment & Services,Energy,,United States,,,,TechnipFMC plc,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,15.81796896,15817968963,9103400000,869600000,38.485,18.59,0.1630616704,36.97379913,0.0929884248,0.2958416498,
TIETO,TIETO,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Unknown,,,,,OMXHEX,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TOI,TOI,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Canada,,,,,TSXV,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TPG,TPG,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TRIONA,TRIONA,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Unknown,,,,,NGM,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TYL,TYL,Software - Application,Software,Application,United States,,,,"Tyler Technologies, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,21.96661665,21966616646,2137803000,263026000,507.76,72.85,0.09532568448,0.5852675101,0.05654457306,0.08885645075,
U,U,Software - Application,Software,Application,United States,,,,Unity Software Inc.,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,16.12750779,16127507785,1813255000,-664114000,38.17,-36.01,-0.171014078,0.1920862373,-0.06460372365,-0.1361507584,
VAIAS,VAIAS,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Unknown,,,,,OMXHEX,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
XYL,XYL,Industrial - Machinery,Industrial,Machinery,United States,,,,Xylem Inc.,NASDAQ,Manufactures industrial machinery with integrated GPS and positioning systems for construction and manufacturing.,,36.6648013,36664801303,8562000000,890000000,150.63,39.23,0.1626833243,0.4614121511,0.05456343436,0.08700289855,
YUM,YUM,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,United States,,,,,NYSE,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
BMW,BMW,Geospatial Technology,Technology,HDMAP,Germany,,,,,XETR,"Company listed in The Geospatial Index under HDMAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CON,CON,Medical - Equipment & Services,Medical,Equipment & Services,United States,,,,"Concentra Group Holdings Parent, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,2.678772897,2678772897,1900192000,166543000,20.9,15.83,0.0337912203,-0.07448859942,0.05254850816,0.4964104235,
INTC,INTC,Semiconductors,Semiconductors,,United States,,,,Intel Corporation,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,163.1102463,163110246309,53101000000,-18756000000,37.2663,-7.29,-0.02078262152,-12.10479574,-0.1065032204,-0.2068807212,
MBG,MBG,Geospatial Technology,Technology,HDMAP,Germany,,,,,XETR,"Company listed in The Geospatial Index under HDMAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TOM,TOM,Geospatial Technology,Technology,HDMAP,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under HDMAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
VOW,VOW,Geospatial Technology,Technology,HDMAP,Germany,,,,,XETR,"Company listed in The Geospatial Index under HDMAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
BABA,BABA,Geospatial Technology,Technology,HYPERSCALER,United States,,,,,NYSE,"Company listed in The Geospatial Index under HYPERSCALER category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
AMZN,AMZN,Geospatial Technology,Technology,HYPERSCALER,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under HYPERSCALER category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,1018724
MSFT,MSFT,Software - Infrastructure,Software,Infrastructure,United States,,,,Microsoft Corporation,NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",https://azure.microsoft.com/en-us/services/azure-maps/,3864.651864,3864651863770,281724000000,101832000000,519.92,37.59,0.1493215623,0.1553962059,0.1645097035,0.3243604812,789019
SNOW,SNOW,Software - Application,Software,Application,United States,,,,Snowflake Inc.,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,79.7425798,79742579800,3626396000,-1285640000,239.64,-55.34,0.2921468782,-0.5376684763,-0.1683430472,-0.5153535632,
ARWY,ARWY,Geospatial Technology,Technology,INDOOR,Canada,,,,,CSE,"Company listed in The Geospatial Index under INDOOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CSGP,CSGP,Geospatial Technology,Technology,INDOOR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under INDOOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CXAI,CXAI,Geospatial Technology,Technology,INDOOR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under INDOOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
HAPPSTMNDS,HAPPSTMNDS,Geospatial Technology,Technology,INDOOR,India,,,,,NSE,"Company listed in The Geospatial Index under INDOOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MAPT,MAPT,Geospatial Technology,Technology,INDOOR,United States,,,,,OTC,"Company listed in The Geospatial Index under INDOOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
LITE,LITE,Communication Equipment,Communication Equipment,,United States,,,,Lumentum Holdings Inc.,NASDAQ,Manufactures communication equipment with GPS/positioning capabilities and location-aware networking solutions.,,11.28878346,11288783462,1645000000,25900000,161.5,414.1,0.2102707475,1.047392498,0.006139332022,0.02739001692,
ADT,ADT,Security & Protection Services,Cybersecurity,,United States,,,,ADT Inc.,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,6.738784405,6738784405,4898446000,501053000,8.805,12.4,0.05278987557,0.08216686933,0.0389653143,0.1662428261,
ART,ART,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,Australia,,,,,ASX,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ABNB,ABNB,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ALRM,ALRM,Software - Application,Software,Application,United States,,,,"Alarm.com Holdings, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,2.63598379,2635983790,939827000,124116000,52.82,22.57,0.06594781338,0.5314832867,0.0617295837,0.1742043416,
ALPK,ALPK,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,Brazil,,,,,BMFBOVESPA,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ARLO,ARLO,Security & Protection Services,Cybersecurity,,United States,,,,"Arlo Technologies, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,1.850491695,1850491695,510886000,-30504000,17.73,-253.29,0.04012818216,-0.3842802687,-0.02192712226,-0.06685706929,
JG,JG,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
BAND,BAND,Software - Infrastructure,Software,Infrastructure,United States,,,,Bandwidth Inc.,NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,0.480206611,480206611,748487000,-6524000,15.935,-48.29,0.24516026,0.6008076852,-0.009796749478,-0.02905474195,
DIDIY,DIDIY,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,OTC,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DASH,DASH,Internet Content & Information,Internet Content & Information,,United States,,,,"DoorDash, Inc.",NASDAQ,"Operates internet platforms that provide mapping services, location-based content, and geospatial data analytics.",,115.8753006,115875300552,10722000000,123000000,271.2488,149.04,0.2416907933,1.220430108,0.04607669617,0.09558193612,
GNSS,GNSS,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GDOT,GDOT,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NYSE,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GRND,GRND,Software - Application,Software,Application,United States,,,,Grindr Inc.,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,2.758718888,2758718888,344636000,-131001000,14.37,-38.84,0.3271002846,-1.349035289,-0.101373215,-0.6125125161,
MOMO,MOMO,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
LIF,LIF,Software - Application,Software,Application,United States,,,,"Life360, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,8.402008593,8402008593,371484000,-4555000,108.345,285.12,0.2199081828,0.8383088992,0.0365867414,0.07652372302,
LYFT,LYFT,Software - Application,Software,Application,United States,,,,"Lyft, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,8.96813183,8968131830,5786016000,22784000,22.065,91.94,0.313931886,1.066948754,0.0171688767,0.1231780213,
MSI,MSI,Communication Equipment,Communication Equipment,,United States,,,,"Motorola Solutions, Inc.",NASDAQ,Manufactures communication equipment with GPS/positioning capabilities and location-aware networking solutions.,,76.02135683,76021356832,10817000000,1577000000,456.3,36.71,0.08408498697,-0.07723815097,0.1289300512,1.275082856,
NXDR,NXDR,Internet Content & Information,Internet Content & Information,,United States,,,,"Nextdoor Holdings, Inc.",NASDAQ,"Operates internet platforms that provide mapping services, location-based content, and geospatial data analytics.",,0.810728548,810728548,247276000,-98063000,2.1232,-13.27,0.1326880706,0.3363584069,-0.1312008647,-0.1449693375,
QTX,QTX,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IOT,IOT,Software - Infrastructure,Software,Infrastructure,United States,,,,Samsara Inc.,NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,22.23073933,22230739325,1249199000,-154907000,39.315,-245.72,0.3326424041,0.4597385657,-0.0398391735,-0.07974193537,
THO,THO,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NYSE,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TMUS,TMUS,Telecommunications Services,Telecommunications,,United States,,,,"T-Mobile US, Inc.",NASDAQ,Provides telecommunications services that rely on geospatial infrastructure for network optimization and location-based services.,,257.3409057,257340905693,81400000000,11339000000,228.6623,21.59,0.03617709208,0.3633521703,0.05744369671,0.1968549937,
TRIP,TRIP,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
UBER,UBER,Software - Application,Software,Application,United States,,,,"Uber Technologies, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",https://developer.uber.com/products,203.1614874,203161487416,43978000000,9856000000,97.42,16.6,0.1796357394,4.223105458,0.2255367797,0.6241920134,
VEON,VEON,Telecommunications Services,Telecommunications,,United States,,,,VEON Ltd.,NASDAQ,Provides telecommunications services that rely on geospatial infrastructure for network optimization and location-based services.,,3.630586616,3630586616,4004000000,415000000,51.37,3.91,0.08274743104,1.164161392,0.1161526645,0.8396327141,
VIA,VIA,Software - Application,Software,Application,United States,,,,"Via Transportation, Inc.",NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,3.464438073,3464438073,337630000,-90281000,45.88,-46.82,0.3567392929,0.2262910718,-0.200819816,0.212609779,
MAPS,MAPS,Geospatial Technology,Technology,LOCATIONBASEDSERVICES,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under LOCATIONBASEDSERVICES category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
Z,Z,Internet Content & Information,Internet Content & Information,,United States,,,,"Zillow Group, Inc. Class C",NASDAQ,"Operates internet platforms that provide mapping services, location-based content, and geospatial data analytics.",,18.84837136,18848371355,2236000000,-112000000,77.8,-299.23,0.1496143959,0.2911392405,-0.01144756278,-0.01304988423,
GOOGL,GOOGL,Internet Content & Information,Internet Content & Information,,United States,,,,Alphabet Inc.,NASDAQ,"Operates internet platforms that provide mapping services, location-based content, and geospatial data analytics.",https://mapsplatform.google.com,2968.205151,2968205151063,350018000000,100118000000,245.4163,26.16,0.1386624332,0.3567043838,0.2302007955,0.3431028673,1652044
AAPL,AAPL,Geospatial Technology,Technology,MAP,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,320193
BIDU,BIDU,Geospatial Technology,Technology,MAP,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MAPMYINDIA,MAPMYINDIA,Geospatial Technology,Technology,MAP,India,,,,,NSE,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
META,META,Internet Content & Information,Internet Content & Information,,United States,,,,"Meta Platforms, Inc.",NASDAQ,"Operates internet platforms that provide mapping services, location-based content, and geospatial data analytics.",https://developers.facebook.com/docs/places/,1807.09726,1807097260281,164501000000,62360000000,719.33,26.1,0.2194111281,0.5949664944,0.2426071438,0.3932926787,1326801
NYT,NYT,Geospatial Technology,Technology,MAP,United States,,,,,NYSE,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
NWS,NWS,Geospatial Technology,Technology,MAP,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
OLAELEC,OLAELEC,Geospatial Technology,Technology,MAP,India,,,,,NSE,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
PSON,PSON,Geospatial Technology,Technology,MAP,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SST,SST,Geospatial Technology,Technology,MAP,United States,,,,,NYSE,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
WBD,WBD,Geospatial Technology,Technology,MAP,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
YDEX,YDEX,Geospatial Technology,Technology,MAP,Russia,,,,,RUS,"Company listed in The Geospatial Index under MAP category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SNAP,SNAP,Internet Content & Information,Internet Content & Information,,United States,,,,Snap Inc.,NASDAQ,"Operates internet platforms that provide mapping services, location-based content, and geospatial data analytics.",,14.62576191,14625761911,5361398000,-697856000,8.655,-27.05,0.1639739781,0.4723146198,-0.07383483712,-0.2416861398,
APT,APT,Geospatial Technology,Technology,NETWORKMODELLING,Poland,,,,,GPW,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DSG,DSG,Geospatial Technology,Technology,NETWORKMODELLING,Canada,,,,,TSX,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GE,GE,Aerospace & Defense,Aerospace/Defense,,United States,,,,GE Aerospace,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,319.9822828,319982282830,38702000000,6556000000,301.745,42.14,0.09488514202,-0.3085846868,0.06192916906,0.4050546983,
HEXA,HEXA,Geospatial Technology,Technology,NETWORKMODELLING,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IKE,IKE,Geospatial Technology,Technology,NETWORKMODELLING,Australia,,,,,ASX,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
KKR,KKR,Geospatial Technology,Technology,NETWORKMODELLING,United States,,,,,NYSE,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MAPS,MAPS,Geospatial Technology,Technology,NETWORKMODELLING,Canada,,,,,TSXV,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SU,SU,Geospatial Technology,Technology,NETWORKMODELLING,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TATACOMM,TATACOMM,Geospatial Technology,Technology,NETWORKMODELLING,India,,,,,NSE,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SGN,SGN,Geospatial Technology,Technology,NETWORKMODELLING,Poland,,,,,GPW,"Company listed in The Geospatial Index under NETWORKMODELLING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CGY,CGY,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,Canada,,,,,TSX,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CMTL,CMTL,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
EMR,EMR,Industrial - Machinery,Industrial,Machinery,United States,,,,Emerson Electric Co.,NASDAQ,Manufactures industrial machinery with integrated GPS and positioning systems for construction and manufacturing.,,76.169352,76169352000,17492000000,1968000000,135.34,34.7,0.1532172996,-0.08550185874,0.06237504998,0.130568035,
HON,HON,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IRDM,IRDM,Telecommunications Services,Telecommunications,,United States,,,,Iridium Communications Inc.,NASDAQ,Provides telecommunications services that rely on geospatial infrastructure for network optimization and location-based services.,,1.964699192,1964699192,830682000,112776000,18.515,18.52,0.05053476375,6.315990918,0.04406624169,0.2027669999,
KEYS,KEYS,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,United States,,,,,NYSE,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
